Description                                                                                                                                                                                             ,acteurs                                                                                                                                                                                                                                                                                                                          ,date             ,duree ,genre                                    ,langue ,pays           ,public    ,score ,titre                                                                ,titre_original
Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.                                                ,"Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,Sanya Malhotra,Aparshakti Khurana,Zaira Wasim,Suhani Bhatnagar,Ritvik Sahore,Girish Kulkarni,Ravi Aneja,Anurag Arora,Mahesh Balraj,Vivan Bhatena,Anmol Charan,Karamveer Choudhary,Ishika Gagneja,Badrul Islam,Jagbir"                                                               ,"2016,Not Rated" ,  161 ,"Action,Biography,Drama,Back to top"     ,       ,India          ,Not Rated ,  8.3 ,Dangal                                                               ,
Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.                                                                                                            ,"Clint Eastwood,Lee Van Cleef,Gian Maria Volontè,Mara Krupp,Luigi Pistilli,Klaus Kinski,Luis Rodríguez,Benito Stefanelli,Panos Papadopulos,Aldo Sambrell,Roberto Camardiel,Joseph Egger,Tomás Blanco,Lorenzo Robledo,Dante Maggio,Sergio Mendizábal,Diana Rabito,Giovanni Tarallo"                                               ,"1965,R"         ,  132 ,"Western,Back to top"                    ,       ,Italy          ,R         ,  8.2 ,For a Few Dollars More                                               ,Original title: Per qualche dollaro in più
"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII."                                                                  ,"Bruno Ganz,Alexandra Maria Lara,Ulrich Matthes,Juliane Köhler,Corinna Harfouch,Heino Ferch,Christian Berkel,Matthias Habich,Thomas Kretschmann,Michael Mendl,André Hennicke,Ulrich Noethen,Birgit Minichmayr,Rolf Kanies,Justus von Dohnányi,Dieter Mann,Christian Redl,Götz Otto"                                              ,"2004,R"         ,  156 ,"Biography,Drama,History,Back to top"    ,       ,Germany        ,R         ,  8.2 ,Downfall                                                             ,Original title: Der Untergang
"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from wa..., "   ,"Dean-Charles Chapman,George MacKay,Daniel Mays,Colin Firth,Pip Carter,Andy Apollo,Paul Tinto,Josef Davies,Billy Postlethwaite,Gabriel Akuwudike,Andrew Scott,Spike Leighton,Robert Maaser,Gerran Howell,Adam Hugill,Mark Strong,Richard McCabe,Benjamin Adams"                                                                  ,"2019,R"         ,  119 ,"Action,Drama,War,Back to top"           ,       ,United Kingdom ,R         ,  8.2 ,1917                                                                 ,
"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to s..., " ,"Harrison Ford,Sean Connery,Alison Doody,Denholm Elliott,John Rhys-Davies,Julian Glover,River Phoenix,Michael Byrne,Kevork Malikyan,Robert Eddison,Richard Young,Alexei Sayle,Alex Hyde-White,Paul Maxwell,Isla Blair,Vernon Dobtcheff,J.J. Hardy,Bradley Gregg"                                                                 ,"1989,PG-13"     ,  127 ,"Action,Adventure,Back to top"           ,       ,United States  ,PG-13     ,  8.2 ,Indiana Jones and the Last Crusade                                   ,
"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."                                                           ,"Marilyn Monroe,Tony Curtis,Jack Lemmon,George Raft,Pat O'Brien,Joe E. Brown,Nehemiah Persoff,Joan Shawlee,Billy Gray,George E. Stone,Dave Barry,Mike Mazurki,Harry Wilson,Beverly Wills,Barbara Drew,Edward G. Robinson Jr.,Sam Bagley,Brandon Beach"                                                                           ,"1959,Passed"    ,  121 ,"Comedy,Music,Romance,Back to top"       ,       ,United States  ,Passed    ,  8.2 ,Some Like It Hot                                                     ,
"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school."                   ,"Darsheel Safary,Aamir Khan,Tisca Chopra,Vipin Sharma,Sachet Engineer,Tanay Chheda,Lalitha Lajmi,Girija Oak,Ravi Khanvilkar,Pratima Kulkarni,Meghna Malik,Sonali Sachdev,Sanjay Dadhich,Rajgopal Iyer,Bugs Bhargava Krishna,Shankar Sachdev,M.K. Raina,Gurkirtan"                                                                ,"2007,PG"        ,  165 ,"Drama,Family,Back to top"               ,       ,India          ,PG        ,  8.4 ,Like Stars on Earth                                                  ,Original title: Taare Zameen Par
"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it."                                                                  ,"Lamberto Maggiorani,Enzo Staiola,Lianella Carell,Elena Altieri,Gino Saltamerenda,Giulio Chiari,Vittorio Antonucci,Michele Sakara,Fausto Guerzoni,Emma Druetti,Carlo Jachino,Giulio Battiferri,Ida Bracci Dorati,Nando Bruno,Eolo Capritti,Memmo Carotenuto,Giovanni Corporale,Veriano Ginesi"                                   ,"1948,Not Rated" ,   89 ,"Drama,Back to top"                      ,       ,Italy          ,Not Rated ,  8.3 ,Bicycle Thieves                                                      ,Original title: Ladri di biciclette
"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."                     ,"Jason Statham,Brad Pitt,Stephen Graham,Vinnie Jones,Ade,William Beck,Andy Beckwith,Ewen Bremner,Jason Buckham,Mickey Cantwell,Nicola Collins,Teena Collins,Charles Cork,James Cunningham,Sorcha Cusack,Mickey Dee,Benicio Del Toro,Sam Douglas"                                                                                 ,"2000,R"         ,  102 ,"Comedy,Crime,Back to top"               ,       ,United Kingdom ,R         ,  8.2 ,Snatch                                                               ,
"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."                           ,"Kevin Spacey,Russell Crowe,Guy Pearce,Kim Basinger,James Cromwell,Danny DeVito,David Strathairn,Ron Rifkin,Matt McCoy,Paul Guilfoyle,Paolo Seganti,Elisabeth Granli,Sandra Taylor,Steve Rankin,Graham Beckel,Allan Graf,Precious Chong,Symba"                                                                                   ,"1997,R"         ,  138 ,"Crime,Drama,Mystery,Back to top"        ,       ,United States  ,R         ,  8.2 ,L.A. Confidential                                                    ,
A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.                           ,"Bruce Willis,Alan Rickman,Bonnie Bedelia,Reginald VelJohnson,Paul Gleason,De'voreaux White,William Atherton,Hart Bochner,James Shigeta,Alexander Godunov,Bruno Doyon,Andreas Wisniewski,Clarence Gilyard Jr.,Joseph Plewa,Lorenzo Caccialanza,Gérard Bonn,Dennis Hayden,Al Leong"                                               ,"1988,R"         ,  132 ,"Action,Thriller,Back to top"            ,       ,United States  ,R         ,  8.2 ,Die Hard                                                             ,
"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a..., "   ,"Brigitte Helm,Alfred Abel,Gustav Fröhlich,Rudolf Klein-Rogge,Fritz Rasp,Theodor Loos,Erwin Biswanger,Heinrich George,Fritz Alberti,Grete Berger,Olly Boeheim,Max Dietze,Ellen Frey,Beatrice Garga,Heinrich Gotho,Dolly Grey,Anny Hintze,Gottfried Huppertz"                                                                     ,"1927,Not Rated" ,  153 ,"Drama,Sci-Fi,Back to top"               ,       ,Germany        ,Not Rated ,  8.3 ,Metropolis                                                           ,
"A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzhei..., "   ,"Payman Maadi,Leila Hatami,Sareh Bayat,Shahab Hosseini,Sarina Farhadi,Merila Zare'i,Ali-Asghar Shahbazi,Babak Karimi,Kimia Hosseini,Shirin Yazdanbakhsh,Sohibanoo Zolqadr,Mohammadhasan Asghari,Shirin Azimiyannezhad,Hamid Dadju,Mohammad Ebrahimian,Samad Farhang,Ali Fattahi,Nafise Ghodrati"                                 ,"2011,PG-13"     ,  123 ,"Drama,Back to top"                      ,       ,Iran           ,PG-13     ,  8.3 ,A Separation                                                         ,Original title: Jodaeiye Nader az Simin
A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.                                                                 ,"Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,Tom Sizemore,Diane Venora,Amy Brenneman,Ashley Judd,Mykelti Williamson,Wes Studi,Ted Levine,Dennis Haysbert,William Fichtner,Natalie Portman,Tom Noonan,Kevin Gage,Hank Azaria,Susan Traylor"                                                                                    ,"1995,R"         ,  170 ,"Action,Crime,Drama,Back to top"         ,       ,United States  ,R         ,  8.3 ,Heat                                                                 ,
"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."                                            ,"Robert De Niro,Jodie Foster,Cybill Shepherd,Albert Brooks,Diahnne Abbott,Frank Adu,Victor Argo,Gino Ardito,Garth Avery,Peter Boyle,Harry Cohn,Copper Cunningham,Brenda Dickson,Harry Fischler,Nat Grant,Leonard Harris,Richard Higgs,Beau Kayser"                                                                               ,"1976,R"         ,  114 ,"Crime,Drama,Back to top"                ,       ,United States  ,R         ,  8.2 ,Taxi Driver                                                          ,
"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the origi..., "   ,"Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr.,Renée Elise Goldsberry,Daveed Diggs,Jonathan Groff,Chris Jackson,Jasmine Cephas Jones,Okieriete Onaodowan,Anthony Ramos,Carleigh Bettiol,Ariana DeBose,Hope Easterbrook,Sydney James Harcourt,Sasha Hutchings,Thayne Jasperson,Elizabeth Judd,Jon Rua"                          ,"2020,PG-13"     ,  160 ,"Biography,Drama,History,Back to top"    ,       ,United States  ,PG-13     ,  8.4 ,Hamilton                                                             ,
"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."                                                                                                           ,"Al Pacino,Michelle Pfeiffer,Steven Bauer,Mary Elizabeth Mastrantonio,Robert Loggia,Miriam Colon,F. Murray Abraham,Paul Shenar,Harris Yulin,Ángel Salazar,Arnaldo Santana,Pepe Serna,Michael P. Moran,Al Israel,Dennis Holahan,Mark Margolis,Michael Alldredge,Ted Beniades"                                                     ,"1983,R"         ,  170 ,"Crime,Drama,Back to top"                ,       ,United States  ,R         ,  8.3 ,Scarface                                                             ,
"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway."                                                                    ,"Edward Asner,Jordan Nagai,John Ratzenberger,Christopher Plummer,Bob Peterson,Delroy Lindo,Jerome Ranft,David Kaye,Elie Docter,Jeremy Leary,Mickie McGowan,Danny Mann,Donald Fullilove,Jess Harnell,Josh Cooley,Pete Docter,Mark Andrews,Bob Bergen"                                                                             ,"2009,PG"        ,   96 ,"Animation,Adventure,Comedy,Back to top" ,       ,United States  ,PG        ,  8.3 ,Up                                                                   ,
Two grifters team up to pull off the ultimate con.                                                                                                                                                      ,"Paul Newman,Robert Redford,Robert Shaw,Charles Durning,Ray Walston,Eileen Brennan,Harold Gould,John Heffernan,Dana Elcar,Jack Kehoe,Dimitra Arliss,Robert Earl Jones,James Sloyan,Charles Dierkop,Lee Paul,Sally Kirkland,Avon Long,Arch Johnson"                                                                               ,"1973,PG"        ,  129 ,"Comedy,Crime,Drama,Back to top"         ,       ,United States  ,PG        ,  8.3 ,The Sting                                                            ,
"A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigato..., "   ,"Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,Byron Barr,Porter Hall,Jean Heather,Tom Powers,Richard Gaines,Fortunio Bonanova,John Philliber,Lev Abramov,James Adamson,John Berry,Raymond Chandler,Edmund Cobb,Kernan Cripps,Betty Farrington,Bess Flowers"                                                                ,"1944,Passed"    ,  107 ,"Crime,Drama,Film-Noir,Back to top"      ,       ,United States  ,Passed    ,  8.3 ,Double Indemnity                                                     ,
A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.                         ,"Matthew Modine,R. Lee Ermey,Vincent D'Onofrio,Adam Baldwin,Dorian Harewood,Kevyn Major Howard,Arliss Howard,Ed O'Ross,John Terry,Kieron Jecchinis,Kirk Taylor,Tim Colceri,Jon Stafford,Bruce Boa,Ian Tyler,Sal Lopez,Gary Landon Mills,Papillon Soo"                                                                            ,"1987,R"         ,  116 ,"Drama,War,Back to top"                  ,       ,United Kingdom ,R         ,  8.3 ,Full Metal Jacket                                                    ,
Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.                                                                                               ,"Lubna Azabal,Mélissa Désormeaux-Poulin,Maxim Gaudette,Mustafa Kamel,Hussein Sami,Rémy Girard,Dominique Briand,Frédéric Paquet,Hamed Najem,Ahmad Massad,Bader Alami,Majida Hussein,Asriah Nijres,John Dunn-Hill,Nadia Essadiqi,Chaouki Charbel,Axel Garbi,Amine Benzenine"                                                       ,"2010,R"         ,  131 ,"Drama,Mystery,Back to top"              ,       ,Canada         ,R         ,  8.3 ,Incendies                                                            ,
"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."                                    ,"Jack Lemmon,Shirley MacLaine,Fred MacMurray,Ray Walston,Jack Kruschen,David Lewis,Hope Holiday,Joan Shawlee,Naomi Stevens,Johnny Seven,Joyce Jameson,Willard Waterman,David White,Edie Adams,Dorothy Abbott,Bill Baldwin,Paul Bradley,Benny Burt"                                                                               ,"1960,Approved"  ,  125 ,"Comedy,Drama,Romance,Back to top"       ,       ,United States  ,Approved  ,  8.3 ,The Apartment                                                        ,
A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.                                                                                                               ,"Takashi Shimura,Nobuo Kaneko,Shin'ichi Himori,Haruo Tanaka,Minoru Chiaki,Miki Odagiri,Bokuzen Hidari,Minosuke Yamada,Kamatari Fujiwara,Makoto Kobori,Nobuo Nakamura,Atsushi Watanabe,Isao Kimura,Masao Shimizu,Yûnosuke Itô,Kumeko Urabe,Eiko Miyoshi,Noriko Honma"                                                             ,"1952,Not Rated" ,  143 ,"Drama,Back to top"                      ,       ,Japan          ,Not Rated ,  8.3 ,Ikiru                                                                ,
"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love."                                                 ,"Audrey Tautou,Mathieu Kassovitz,Rufus,Lorella Cravotta,Serge Merlin,Jamel Debbouze,Clotilde Mollet,Claire Maurier,Isabelle Nanty,Dominique Pinon,Artus de Penguern,Yolande Moreau,Urbain Cancelier,Maurice Bénichou,Michel Robin,Andrée Damant,Claude Perron,Armelle"                                                           ,"2001,R"         ,  122 ,"Comedy,Romance,Back to top"             ,       ,France         ,R         ,  8.3 ,Amélie                                                               ,Original title: Le fabuleux destin d'Amélie Poulain
"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice."                                                 ,"Gregory Peck,John Megna,Frank Overton,Rosemary Murphy,Ruth White,Brock Peters,Estelle Evans,Paul Fix,Collin Wilcox Paxton,James Anderson,Alice Ghostley,Robert Duvall,William Windom,Crahan Denton,Richard Hale,Mary Badham,Phillip Alford,R.L. Armstrong"                                                                      ,"1962,Approved"  ,  129 ,"Crime,Drama,Back to top"                ,       ,United States  ,Approved  ,  8.3 ,To Kill a Mockingbird                                                ,
"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned."                                                                   ,"Malcolm McDowell,Patrick Magee,Michael Bates,Warren Clarke,John Clive,Adrienne Corri,Carl Duering,Paul Farrell,Clive Francis,Michael Gover,Miriam Karlin,James Marcus,Aubrey Morris,Godfrey Quigley,Sheila Raynor,Madge Ryan,John Savident,Anthony Sharp"                                                                       ,"1971,X"         ,  136 ,"Crime,Sci-Fi,Back to top"               ,       ,United Kingdom ,X         ,  8.3 ,A Clockwork Orange                                                   ,
"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt."              ,"Cary Grant,Eva Marie Saint,James Mason,Jessie Royce Landis,Leo G. Carroll,Josephine Hutchinson,Philip Ober,Martin Landau,Adam Williams,Edward Platt,Robert Ellenstein,Les Tremayne,Philip Coolidge,Patrick McVey,Edward Binns,Ken Lynch,Stanley Adams,John Alban"                                                               ,"1959,Approved"  ,  136 ,"Action,Adventure,Mystery,Back to top"   ,       ,United States  ,Approved  ,  8.3 ,North by Northwest                                                   ,
"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply dis..., "   ,"James Stewart,Kim Novak,Barbara Bel Geddes,Tom Helmore,Henry Jones,Raymond Bailey,Ellen Corby,Konstantin Shayne,Lee Patrick,David Ahdar,Isabel Analla,Jack Ano,Margaret Bacon,John Benson,Danny Borzage,Margaret Brayton,Paul Bryar,Boyd Cabeen"                                                                                ,"1958,PG"        ,  128 ,"Mystery,Romance,Thriller,Back to top"   ,       ,United States  ,PG        ,  8.3 ,Vertigo                                                              ,
"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."                               ,"Peter O'Toole,Alec Guinness,Anthony Quinn,Jack Hawkins,Omar Sharif,José Ferrer,Anthony Quayle,Claude Rains,Arthur Kennedy,Donald Wolfit,I.S. Johar,Gamil Ratib,Michel Ray,John Dimech,Zia Mohyeddin,Howard Marion-Crawford,Jack Gwillim,Hugh Miller"                                                                            ,"1962,Approved"  ,  218 ,"Adventure,Biography,Drama,Back to top"  ,       ,United Kingdom ,Approved  ,  8.3 ,Lawrence of Arabia                                                   ,
"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt."                                                                                           ,"Peter Lorre,Ellen Widmann,Inge Landgut,Otto Wernicke,Theodor Loos,Gustaf Gründgens,Friedrich Gnaß,Fritz Odemar,Paul Kemp,Theo Lingen,Rudolf Blümner,Georg John,Franz Stein,Ernst Stahl-Nachbaur,Gerhard Bienert,Karl Platen,Rosa Valetti,Hertha von Walther"                                                                    ,"1931,Passed"    ,   99 ,"Crime,Mystery,Thriller,Back to top"     ,       ,Germany        ,Passed    ,  8.3 ,M                                                                    ,Original title: M - Eine Stadt sucht einen Mörder
"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II."                                              ,"Aleksey Kravchenko,Olga Mironova,Liubomiras Laucevicius,Vladas Bagdonas,Jüri Lumiste,Viktors Lorencs,Kazimir Rabetsky,Evgeniy Tilicheev,G. Velts,V. Vasilyev,Aleksandr Berda,Vasiliy Domrachyov,Nina Evdokimova,Igor Gnevashev,Adolf Hitler,Valery Kravchenko,Evgeniy Kryzhanovskiy,N. Lisichenok"                              ,"1985,Not Rated" ,  142 ,"Drama,Thriller,War,Back to top"         ,       ,Soviet Union   ,Not Rated ,  8.4 ,Come and See                                                         ,Original title: Idi i smotri
"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."                                                                     ,"Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,Steve Buscemi,Lawrence Tierney,Randy Brooks,Kirk Baltz,Edward Bunker,Quentin Tarantino,Rich Turner,David Steen,Tony Cosmo,Stevo Polyi,Michael Sottile,Robert Ruth,Lawrence Bender,Linda Kaye"                                                                                  ,"1992,R"         ,   99 ,"Crime,Thriller,Back to top"             ,       ,United States  ,R         ,  8.3 ,Reservoir Dogs                                                       ,
"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'"                                                            ,"Orson Welles,Joseph Cotten,Dorothy Comingore,Agnes Moorehead,Ruth Warrick,Ray Collins,Erskine Sanford,Everett Sloane,William Alland,Paul Stewart,George Coulouris,Fortunio Bonanova,Gus Schilling,Philip Van Zandt,Georgia Backus,Harry Shannon,Sonny Bupp,Buddy Swan"                                                          ,"1941,PG"        ,  119 ,"Drama,Mystery,Back to top"              ,       ,United States  ,PG        ,  8.3 ,Citizen Kane                                                         ,
"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever."                                                                    ,"Jim Carrey,Kate Winslet,Tom Wilkinson,Gerry Robert Byrne,Elijah Wood,Thomas Jay Ryan,Mark Ruffalo,Jane Adams,David Cross,Kirsten Dunst,Ryan Whitney,Debbon Ayer,Amir Ali Said,Brian Price,Paulie Litt,Josh Flitter,Lola Daehler,Deirdre O'Connell"                                                                              ,"2004,R"         ,  108 ,"Drama,Romance,Sci-Fi,Back to top"       ,       ,United States  ,R         ,  8.3 ,Eternal Sunshine of the Spotless Mind                                ,
"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to..., "   ,"Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Lasse Fogelstrøm,Susse Wold,Anne Louise Hassing,Lars Ranthe,Alexandra Rapaport,Sebastian Bull,Steen Ordell Guldbrand Jensen,Daniel Engstrup,Troels Thorsen,Søren Rønholt,Hana Shuan,Jytte Kvinesdal,Josefine Gråbøl,Bjarne Henriksen,Nicolai Dahl Hamilton"                   ,"2012,R"         ,  115 ,"Drama,Back to top"                      ,       ,Denmark        ,R         ,  8.3 ,The Hunt                                                             ,Original title: Jagten
"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect."                                                                                               ,"Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole,Kawsar Al Haddad,Fadi Yousef,Cedra Izzam,Alaa Chouchnieh,Elias Khoury,Mohammad Al Abdallah,Mohamad Abdellatif,Abdo Abdo,Hampig Abraham,Jamil Ahmad,Mohamad Akkar,Elias Akobegia,Riman Al Rafeea,Legamett Alamou,Majd Nabil Alhalabi"                               ,"2018,R"         ,  126 ,"Drama,Back to top"                      ,       ,Lebanon        ,R         ,  8.4 ,Capernaum                                                            ,Original title: Capharnaüm
"After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 900..., "   ,"Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,Leonard Rossiter,Margaret Tyzack,Robert Beatty,Sean Sullivan,Douglas Rain,Frank Miller,Bill Weston,Ed Bishop,Glenn Beck,Alan Gifford,Ann Gillis,Edwina Carroll,Penny Brahms,Heather Downham"                                                                         ,"1968,G"         ,  149 ,"Adventure,Sci-Fi,Back to top"           ,       ,United Kingdom ,G         ,  8.3 ,2001: A Space Odyssey                                                ,
"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark..., "   ,"Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Anthony Daniels,Peter Mayhew,Sebastian Shaw,Ian McDiarmid,Frank Oz,James Earl Jones,David Prowse,Alec Guinness,Kenny Baker,Michael Pennington,Kenneth Colley,Michael Carter,Denis Lawson,Tim Rose"                                                                   ,"1983,PG"        ,  131 ,"Action,Adventure,Fantasy,Back to top"   ,       ,United States  ,PG        ,  8.3 ,Star Wars: Episode VI - Return of the Jedi                           ,
"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of t..., "   ,"Aamir Khan,Madhavan,Mona Singh,Sharman Joshi,Kareena Kapoor,Boman Irani,Omi Vaidya,Olivier Lafont,Rahul Kumar,Parikshit Sahni,Farida Dadi,Amardeep Jha,Mukund Bhatt,Chaitali Bose,Jaaved Jaaferi,Jayant Kripalani,Arun Bali,Shoaib Ahmed"                                                                                       ,"2009,PG-13"     ,  170 ,"Comedy,Drama,Back to top"               ,       ,India          ,PG-13     ,  8.4 ,3 Idiots                                                             ,
"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned ..., "   ,"Tom Hanks,Tim Allen,Joan Cusack,Ned Beatty,Don Rickles,Michael Keaton,Wallace Shawn,John Ratzenberger,Estelle Harris,John Morris,Jodi Benson,Emily Ricks Hahn,Laurie Metcalf,Blake Clark,Teddy Newton,Bud Luckey,Bea Miller,Javier Fernández-Peña"                                                                              ,"2010,G"         ,  103 ,"Animation,Adventure,Comedy,Back to top" ,       ,United States  ,G         ,  8.3 ,Toy Story 3                                                          ,
An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.                                                             ,"Toshirô Mifune,Yutaka Sada,Tatsuya Nakadai,Kyôko Kagawa,Tatsuya Mihashi,Isao Kimura,Kenjirô Ishiyama,Takeshi Katô,Takashi Shimura,Jun Tazaki,Nobuo Nakamura,Yûnosuke Itô,Tsutomu Yamazaki,Minoru Chiaki,Eijirô Tôno,Masao Shimizu,Masahiko Shimazu,Toshio Egi"                                                                  ,"1963,Not Rated" ,  143 ,"Crime,Drama,Mystery,Back to top"        ,       ,Japan          ,Not Rated ,  8.4 ,High and Low                                                         ,Original title: Tengoku to jigoku
A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.                   ,"Gene Kelly,Donald O'Connor,Debbie Reynolds,Jean Hagen,Millard Mitchell,Cyd Charisse,Douglas Fowley,Rita Moreno,Dawn Addams,John Albright,Betty Allen,Sue Allen,John Angelo,Marie Ardell,Bette Arlen,David Bair,Lynn Bari,Jimmy Bates"                                                                                           ,"1952,G"         ,  103 ,"Comedy,Musical,Romance,Back to top"     ,       ,United States  ,G         ,  8.3 ,Singin' in the Rain                                                  ,
"After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ..., "   ,"Tom Cruise,Jennifer Connelly,Miles Teller,Val Kilmer,Bashir Salahuddin,Jon Hamm,Charles Parnell,Monica Barbaro,Lewis Pullman,Jay Ellis,Danny Ramirez,Glen Powell,Jack Schumacher,Manny Jacinto,Kara Wang,Greg Tarzan Davis,Jake Picking,Raymond Lee"                                                                            ,"2022,PG-13"     ,  130 ,"Action,Drama,Back to top"               ,       ,United States  ,PG-13     ,  8.4 ,Top Gun: Maverick                                                    ,
The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.                                                                                                      ,"Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald,Louise Lasser,Marcia Jean Kurtz,Janet Sarno,Suzanne Shepherd,Joanne Gordon,Charlotte Aronofsky,Mark Margolis,Michael Kaycheck,Jack O'Connell,Chas Mastin,Ajay Naidu,Sean Gullette,Samia Shoaib"                                                   ,"2000,Unrated"   ,  102 ,"Drama,Back to top"                      ,       ,United States  ,Unrated   ,  8.3 ,Requiem for a Dream                                                  ,
"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life."                        ,"Robert De Niro,James Woods,Elizabeth McGovern,Treat Williams,Tuesday Weld,Burt Young,Joe Pesci,Danny Aiello,William Forsythe,James Hayden,Darlanne Fluegel,Larry Rapp,Dutch Miller,Robert Harper,Richard Bright,Gerard Murphy,Amy Ryder,Olga Karlatos"                                                                          ,"1984,R"         ,  229 ,"Crime,Drama,Back to top"                ,       ,Italy          ,R         ,  8.3 ,Once Upon a Time in America                                          ,
